Title,Content,Ingredients,Recipe Yield,Direction
"Krumpli Tocanita ""Egyedi"" kockákkal","Megmutatom az öreganyám receptje alapján készült, kicsit módosított, burgonyás rakottat.","- 1 nagy fehér hagyma
- 2 evőkanál paprika paszta
- 7-8 nagy burgonya
- 1 sárgarépa
- só és bors, ízlés szerint
- olaj, víz
- 1 csomag „INEDIT” szójakocka","Nan

Nincs","Vágjuk apróra a hagymát; egy nagy lábasba tegyünk annyi olajat, hogy alulról ellepje a lábas alját, és pároljuk benne a hagymát, amíg áttetsző lesz. Tegyünk a lábasba kockára vágott krumplit és sárgarépát, jól keverjük össze, majd öntsünk annyi vizet a lábasba, hogy ellepje a krumplikat; ízesítsük ízlés szerint és főzzük alacsony lángon; Közben főzzük külön a szójakockákat egy kevés sóval 15 percig Tegyük a főtt szójakockákat a krumplikra (azok főzővizének felével együtt) és adjuk hozzá a paprikakrémet Főzzük alacsony lángon, időnként kevergetve, amíg a krumplik és a sárgarépák megfőnek, és a leves sűrű lesz. Jól illik hozzá bármilyen savanyúság, paprika, karfiol, uborka, golyós paprika."
Fasírozott bableves,"Ma ma megpróbálok valami postot mutatni nektek. :) Ha még nem próbáltátok, kihívásként javaslom, hogy próbáljátok ki, és biztosan elégedettek lesztek az eredménnyel.","500 g bab
100 g rizs
1 sárgarépa
1 gyökér petrezselyem
1/2 csokor friss petrezselyem
1 teáskanál szárított petrezselyem
1 teáskanál szárított kapor
1/2 teáskanál szárított majoránna
1/4 teáskanál bors
1 teáskanál só
5 gerezd fokhagyma
4 evőkanál zsemlemorzsa
..........
liszt és/vagy szezámmag
olaj
víz","Nan

Nincs","1. Mossuk meg a babot, és tegyük bele hideg vízbe néhány órára (én éjszakára hagytam). 2. Mossuk meg újra, és forraljuk fel egy csipet sóval. Miután forrni kezd, öntsük le a vizet, és helyettesítsük egy új, tiszta (forró) vízzel. Miután főtt, szűrjük ki a babot egy szitán, és hagyjuk hűlni. 3. Külön forraljuk meg a rizst 300 ml vízzel. 4. Előmelegítsük a sütőt 200 °C-ra. 5. A megtisztított sárgarépát és a gyökeret tegyük a robotgépbe, majd tegyük bele a hideg babot is, és keverjük addig, amíg egy pürét kapunk (ezt a műveletet egy húsdarálóban is elvégezhetjük, ha szemcsésebb állagot szeretnénk, de én finomabbat akartam). 6. Adjuk a püréhez a főtt rizst, a darált fokhagymát, a borsot, a zöld petrezselyem leveleket, a szárított petrezselymet, a szárított kapor, a köményt és a zsemlemorzsát, és jól keverjük össze. 7. Nyaldosva vegyünk ki a keverékből, és formáljunk belőle gombócokat, amelyeket lisztbe vagy szezámmagosra forgathatunk (ahogyan szeretnénk). Helyezzük őket egy sütőpapírral bélelt tepsibe. 8. Tegyük be a sütőbe 10 percre, vegyük ki a tepsit, kenjük/öntsünk rá olajat, és tegyük vissza a sütőbe még 10 percre."
"""Szója granulátumból készült pástétom""",Igények!,"1 piros paprika
2 zöld hagyma szál
só
bors","Nan

Nincs","A szója granulát forralni kell, amíg meg nem puhul (20 perc), majd szűrőbe kell tenni. Azután még egyszer meg kell nyomni a kezével, és egy tálba kell tenni. Hozzá kell adni a vágott hagymát és paprikát, és egy turmixgéppel össze kell keverni. Sóval és borssal fűszerezni."
Káposzta saláta gombával,"Nan

Nincs","1 kis káposzta
5-6 gomba
3 zöld hagyma
1 répa
1 teáskanál mustár
1 evőkanál olívaolaj
só","Nan

Nem","A káposzta, a gombák és a zeller felforralva. Miután a káposzta és a gombák megfőttek, apróra vágják őket és egy tálba teszik, majd hozzáadják a zöld hagymát is. MAJONÉZ: A jól megfőtt zeller pürésítővel pépesítve, mustárt és olajat adunk hozzá, majd összekeverjük. Ezután összekeverjük a káposztával és a gombával, és megsózzuk."
"Postai ""Általános Gyűlés""","Nagyon tetszett nekem a nevet, amit a barátnőm adott ennek az ételnek, amit postai napokra és nem csak készítek. Tehát... nézzük meg, ki vesz részt a közgyűlésen ;)","1 nagy száraz hagyma;
2 zöldhagyma;
1/2 kis répa;
2 megfelelő sárgarépa;
1 nagy paprika/kápia;
10 kis krumpli;
2 gerezd fokhagyma;
400 gr. borsó (konzerv vagy fagyasztott);
2 evőkanál piros paprikakrém;
1 evőkanál zöldségalaplé;
2 babérlevél;
só;
bors;
egy csipet petrezselyem zöld aprítva;
egy csipet kapor zöld aprítva;
olaj (a zöldségek sütéséhez);
kb. 1 l. víz","Nan

Nincs","Tegyük a lábasba az olajat (elég, ha finom rétegben lefedi az alját). Amíg felmelegszik az olaj, vágjuk kis darabokra a hagymát, a petrezselymet, a paprikát, a sárgarépát és a fokhagymát. Tegyük az olajra, keverjük össze, hogy ne tapadjon le. Öntsünk rá forró vizet, és fedjük le egy fedővel. Amíg a víz forrni kezd, vágjuk a krumplit megfelelő méretű darabokra, és adjuk a forró vízhez. Sózzuk, borsozzuk, és tegyük bele a fűszernövényeket. Főzzük 15-20 percig. Adjuk hozzá a zöldbabot (én már előfőzött konzervből használtam), a paprikapürét és a húsleves-kockát. Keverjük össze, ízesítsük sóval, és főzzük még 5 percig (fedő nélkül, hogy a zöldbab ne puhuljon túl). Készítsük el a zöldfűszereket."
"""Inedit"" Sarmale","Nan

Nem","1 közepes káposzta
200 g Inedit szójabab kockák
400 g gomba
250 g rizs
4 hagyma
2 sárgarépa
1 nagy paprika
3 evőkanál paradicsom paszta
1 babérlevél
só
bors
olaj
víz","Nan

Nincs","Egy lábasba tesszük a sót és egy evőkanál ecetet tartalmazó vizet forralni. Amíg a víz forrni kezd, egy éles kés segítségével kivéve a kelbimbó csőrét. Amikor a víz elkezd forrni, óvatosan tegyük a káposztát a lábasba. Amikor megpuhult, egy villával könnyedén elválasztjuk a leveleket, és egy tányérra helyezzük őket. Egy kisebb lábasba tesszük a sót tartalmazó vizet forralni, majd amikor elkezd forrni, óvatosan tegyük a szóját. Amikor felpuhult, helyezzük egy tányérra, hagyjuk kicsit hűlni, majd csavarjuk ki a vizet, és egy húsdarálón átdaráljuk. A gombákat szűrjük, majd apróra vágjuk. A megtisztított hagymát apróra vágjuk. A répákat megtisztítjuk, és nagy lyukú reszelőn reszeljük. Egy serpenyőbe helyezzük a olajat, és felmelegítjük. Hozzáadjuk a vágott hagymát, a répát, és addig főzzük, amíg megpuhul, majd hozzáadjuk a kockára vágott paprikát. Végül hozzáadjuk a paradicsom pasztát, vizet, sót és borsot ízlés szerint. A rizst 2-3 vízben megmossuk. Egy tálba helyezzük a főtt zöldségeket, a rizst, a gombákat, a szóját, egy kevés szárított petrezselymet, és összekeverjük. Eltávolítjuk a levelek csőrét, és a szarmale méretének megfelelően vágjuk. Minden levélre tegyünk egy evőkanál keveréket, majd szorosan tekerjük. A lábas aljára helyezzünk káposztaleveleket. Helyezzük rá a szarmale-t. Helyezzünk rá újra káposztaleveleket, majd öntsünk rá annyi vizet, hogy ellepje őket, és közepes lángon főzzük. Amikor kész, vegyük ki őket, és hagyjuk kicsit hűlni. Jó étvágyat!"
"A sojából készült ""Különleges"" szendvics","Nan

Nincs","150-200 ml ásványvíz
4-5 evőkanál liszt
só
bors
zsemlemorzsa
sütéshez olaj","Nan

Nincs","A szójababokat sós vízben kb. 15 percig főzzük. Miután kiszűrtük, minden darabot megnyomkodunk, hogy az összes folyadék eltávozzon. Őket borssal és sóval fűszerezzük. Egy bögrében összekeverjük a szénsavas vizet liszttel és kevés sóval, amíg simára nem keverjük. A kapott masszát minden szeletre bevonjuk, majd zsemlemorzsába forgatjuk, és olajban kisütjük. A kész ételeket papírtörlőre tesszük, hogy a felesleges olaj eltávozzon. Jó étvágyat!"
"Krumplis saláta paradicsommal, káposztával és petrezselyemmel.","Elkészítettem egy tavaszi salátát, friss zöldségekkel a piacról. Ezt azért, hogy ellentmondjon az időjárásnak... :)","4 krumpli
12 szőlő
1 csokor petrezselyem
1 csokor zsálya
1 csokor kapor
só
extra szűz olívaolaj
almaecet","Nan

Nincs","Spaljuk meg a zöldségeket és a salátaféléket. Főzzük meg a krumplit. Amikor kész, hámozzuk le a héját, szeleteljük és tesszük egy salátástálba. Vágjuk ketté a paradicsomokat. Én több színű paradicsomot használtam, hogy színesebbé tegyem az ételt. Vágjuk, vagy törjük, ahogy szeretnénk, a káposztát és a lestyánt, aprítsuk finomra a petrezselymet, tegyük a zöldségeket a tálba, és keverjük össze. Öntsünk olívaolajat és ecetet, szórjunk egy kevés sót, és keverjük össze újra. Szépen rendezzük el a salátát egy tányéron, és kínáljuk!"
Posta szójababos szarmája,"Nan

Nan","4 hagyma
fél sárgarépa
300 ml paradicsomlé
fagyasztott zöld petrezselyem
só, bors, ízlés szerint
rizs 150 g
egy krumpli
édes paprika
30 ml olaj
300 ml víz.
soja -50 g","Nan

Nincs","Kivontam a káposztát a hordóból. ,,Kivágtam"" a leveleket a káposztáról. Formáztam őket, hogy szép töltött káposztákat kapjak. A vöröshagymát és a sárgarépát megtisztítottam. A vöröshagymát apróra vágtam, a sárgarépát pedig lereszeltem. A burgonyát is megtisztítottam, majd jól kinyomkodtam. A szóját forró vízben áztattam, lecsöpögtettem, és jól kinyomkodtam. Egy serpenyőbe 30 ml olajat öntöttem, és amikor felmelegedett, hozzáadtam a vöröshagymát, a sárgarépát, a burgonyát, a sót, a borsot, a paprikát, és összekevertem. Amikor félkészen voltak, hozzáadtam a rizst. Átkevertem. Egy csésze vizet öntöttem hozzá, hogy együtt főjenek. A tűzhelyről lehúztam a serpenyőt. Amikor a szója kész volt, hozzáadtam az előző összetevőkhöz. A tölteléket ebből készítettem. Egy spatulával elkezdtem a káposztalevelekre tenni. A maradék káposztát apróra vágtam, és ezzel alapot készítettem a töltelékeknek. A lábasba raktam a káposztát, a zöld petrezselymet, a borsot, és sorban a töltelékeket. Két sorban voltak. A töltelékeket a maradék káposztával és a paradicsomszósszal lefedtem. Felöntöttem vízzel, és tűzhelyre raktam. Jó étvágyat!"
Sült szójagombócok,"Nan

Nincs","50 g szója
egy megfelelő hagyma
fél sárgarépa
2 krumpli
3 gerezd fokhagyma
zöld petrezselyem
só, bors ízlés szerint
80-100 g pankó
10 ml olaj","1) Az összetételnek lágynak kell lennie.
2) A rágcsálnivalók kívülről ropogósak, belülről pedig puha és puhára sült.","A szójababot forró vízben áztattuk, majd leszűrtük az összes vizet. Azután jól kicsavartuk, és egy tálba tettük. A krumplit megtisztítottuk, kis reszelőn lereszeltük és kiöntöttük az összes folyadékot. A sárgarépát lereszeltük kis reszelőn. A vöröshagymát megtisztítottuk, megmostuk és nagyon apróra vágtuk. A fokhagymagerezdeket megtisztítottuk és összetörő fokhagymatömörítővel összetörve. Az összes hozzávalót, együtt az olajjal, összekevertük a zsemlemorzsával, a sóval, a borssal és a petrezselyemmel. Készítettünk szendvicskrémeket. Egy tepsit kikenünk margarinnal, majd rátettük a sütőpapírt. A szendvicskrémeket elrendeztük a tepsiben és előmelegített sütőben 30-40 percig sütöttük. Jó étvágyat!"
Csokoládés vízgesztenyés szószos palacsinta,"A palacsinta előtt! Nem volt pont így…de mivel palacsintákról van szó, szerintem jól működik:))","1 evőkanál kókuszolaj
1 evőkanál barnacukor
1/2 teáskanál só
2 pohár Joya szójatej
1 pohár ásványvíz
2 pohár liszt
3 evőkanál kókuszreszelék (opcionális)
300 gr fagyasztott szilva
3 evőkanál barnacukor
1 evőkanál keményítő
500 ml szójatej
1 evőkanál vaníliás porcukor
200 gr diétás fekete csokoládé","Nan

Nincs","A palacsinták elkészítése nem igényel nagy erőfeszítést, a sütés a nehezebb része... ti is tudjátok :) Viszont én mindig két serpenyőt használok, ami jelentősen csökkenti a palacsintákkal töltött időmet... és az ízlelésükre vezető út hosszát is :))) Először a meggykrémmel kezdjük (mostanában valami meggyel van tele a fejem). A meggyet egy serpenyőbe tesszük közepes lángon, amíg teljesen meg nem olvad, majd hozzáadjuk a cukrot, és hagyjuk 2-3 percig főni. A kukoricakeményítőt két evőkanál hideg vízben oldjuk fel, majd adjuk hozzá a meggyhez, és főzzük még néhány percig, amíg besűrűsödik. Tedd félre, és lássunk neki a palacsintáknak. A kókuszzsírt kissé melegítsük, majd jól keverjük össze a cukorral. Adjunk hozzá egy csésze enyhén meleg szójatejet, és jól keverjük össze. A lisztet is tegyük hozzá, és próbáljuk homogénné keverni (elkerülve a csomókat), majd adjuk hozzá a maradék vizet és szójatejet. Olyan palacsintatésztát kell kapnunk, mint a tejszínhab. Függően a tészta sűrűségétől, még vizet vagy lisztet is adhatunk hozzá. Végül adjuk hozzá a sót és a kókuszreszeléket, ha szeretjük.  Egyesével süssük meg a palacsintákat, amíg aranyszínűek nem lesznek, és amíg el nem fogy a tészta. Amíg a palacsinták sülnek, elkészíthetjük a szószt, ami olyan egyszerű, hogy elkészítéséhez alig kell szólni... szósz :) Tegyük a szójatejet egy lábasba, adjuk hozzá a cukrot, és amikor forrni kezd, adjuk hozzá a darabokra tört csokoládét, és keverjük el. Tedd félre, és használd bátran a meggykrém dús töltelékéhez. Enjoy!"
Rakott gombával palacsinták,"Nan

Nem","300 g gomba
egy hagyma
fél répa
negyed piros paprika
só, bors ízlés szerint
zöld petrezselyem
70 ml olaj
liszt, 5-6 evőkanálnyi (egy palacsintatészta mennyisége)
400 ml víz
kömény, majoránna",2) Nem adtam több vizet a gombákhoz.,"A gombákat, a hagymát, a sárgarépát és a paprikát jól megmostuk, apróra vágtuk. A sárgarépát kis reszelőn lereszeltük. Egy serpenyőbe 30 ml olajat tettünk és melegítettük. Amikor jó meleg volt, hozzáadtuk a hagymát, a sárgarépát, a paprikát, a petrezselymet és a fűszereket. Amikor félkész lett, hozzáadtuk a gombákat. Másik lángon addig főztük míg szépen besűrűsödött. A palacsintatészta egy hagyományos tészta: Egy tálba tettünk vizet, sót és 40 ml olajat. Jól elkevertük. Lassan hozzáadtuk a lisztet. Néhány borsikafüvet és majoránnát is tettünk bele. Normális palacsintatészta lett. Egy serpenyőt a tűzre tettünk. Mivel kerámia serpenyőt használtunk, nem kellett extra olajat a kenéshez. Az egyes lapokat egyenként sütöttük. A lapokat a fentebb elkészített gombákkal töltöttük meg. Jó étvágyat!"
Zöldséges rizottó (vegán),"Ez a leves recept, az anyámtól származik. Tökéletes egy böjti naphoz. Remélem, nektek is tetszeni fog ;)","2 sárgarépa
1 vékony 2 cm-es répa szelet
2 nagy paradicsom (lé készítéséhez)
2 nagy paprika (egy zöld, egy piros)
1 nagy sárga húsos paprika
4 gerezd fokhagyma
130 g rizs
néhány karfiol rózsa
néhány répa levele
fél csokor petrezselyemzöld
2-3 ág tárkony
olaj
só, bors ízlés szerint","Nan

Nan","Állítsuk be a felhevített olajat, hogy tökéletes legyen a felvágott hagymához, a petrezselyemgyökérhez és a nagy reszelőn reszelt sárgarépához adagolásához. Jól keverjük össze, és adjunk hozzá egy pohár vizet, fedjük le egy fedővel, és hagyjuk állni kb. 5 percig. Amíg a sárgarépa, a hagyma és a petrezselyem fő, készítsünk szép kockákat a paprikából és a zöldpaprikából, és tegyük őket is a lábasba. A paradicsomból gyorsan készítsünk egy erős és egészséges paradicsomlevet a turmixgép segítségével, és a karfiolt apró részekre vágjuk, majd tegyük a lábasba. Mossuk meg a rizst, és tegyük 400 ml vízbe félig megfőzni. Időnként keverjük össze, hogy ne ragadjon a lábas aljához. 15 perc múlva kész a félig főtt rizs. Adjuk hozzá a zöldségekhez. Ízesítsük sóval, borssal, és adjunk hozzá néhány szárított fenyőlevéllel. Keverjük össze, és hagyjuk főni. Közben a fokhagymát, a petrezselyem leveleket és a petrezselyem zöldjét apróra vágjuk, és öntsük a töltelékbe. Kapcsoljuk ki a tüzet, és tálaljuk a savanyúsággal."
